tweet_id	tweet_text	label
'382842369953234944'	Death toll in Pakistan #earthquake rises to 210 - http://t.co/MWhdfGlbte via @NewsCanada-Plus RT	injured_or_dead_people
'384064514057986048'	【#USGS #alert】 M 1.8, Nevada: September 28, 2013 21:06:29 GMT http://t.co/2ps35c43VX #earthquake #tsunami #prayfromjapan	other_useful_information
'383178520358559744'	RT @realsyedasarwat: May ALLAH give them strength who's family/relatives dead in #earthquake my prayers r with them! 😔	sympathy_and_emotional_support
'382851000031121408'	#Earthquake risk model coming for Canada, no #flood model yet http://t.co/7NuQuVLQ60 via @CdnUnderwriter	other_useful_information
'384515622828118016'	#earthquake: USGS Earthquake Alert: M 2.8 - 55km N of Hatillo, Puerto Rico http://t.co/fCLICp4y4o	other_useful_information
'384990330962968576'	USGS reports a M2.1 #earthquake 56km SW of Valdez, Alaska on 10/1/13 @ 10:33:11 UTC http://t.co/oOKy9OV6VI #quake	other_useful_information
'384336925617713152'	#Osama Bin Laden raid #exposed as a complete lie by #Pakistan National TV  http://t.co/nUQXagaq1C	not_related_or_irrelevant
'383818797448052736'	@thekiranbedi Media calls J&amp;K attack on peace process, seeing what #Pakistan said last night. Does the attack not look calculated?	not_related_or_irrelevant
'382892243641569280'	#Earthquake in western #Pakistan kills 100s &amp; creates island off coast http://t.co/8aApa5jXZP	injured_or_dead_people
'382850881323933696'	RT@UNOCHA #Pakistan: at least45 ppl hv been killed&amp;100injured following a 7.7earthquake in Balochistan Province-http://t.co/i1vs2ERpvo v @UN	injured_or_dead_people
'383512595958730752'	USGS reports a M1.9 #earthquake 41km W of Anchorage, Alaska on 9/27/13 @ 8:39:13 UTC http://t.co/quFuoNVNP0 #quake	other_useful_information
'383725101503356928'	【#USGS #Breaking】 M 2.0, 74km SE of Whittier, Alaska http://t.co/oLVB6CkUGc #PastHour #2 #earthquake #tsunami #prayfromjapan	other_useful_information
'384805094828437504'	Deadly market bombing in Pakistan - The Age: Deadly market bombing in PakistanThe AgeDeadly market b... http://t.co/8OrihwZO9o #Pakistan	not_related_or_irrelevant
'383852368552415232'	1.9 magnitude #earthquake. 84km NNW of Talkeetna, Alaska.http://t.co/Q0lBMrfNOc	other_useful_information
'383966872909004801'	2.0 magnitude #earthquake. 42 km from Hilo, HI, United States.http://t.co/iVmZohl4EL	other_useful_information
'384048769081171969'	RT @KarachiJUD: Khi:We need volunteers to support our rescue teams in #earthquake affected areas of #Balochistan. Pls contact at 0321274215.	donation_needs_or_offers_or_volunteering_services
'383993008724516865'	USGS reports a M0 #earthquake 5km NW of The Geysers, California on 9/28/13 @ 16:32:33 UTC http://t.co/X0ob3jwgWK #quake	other_useful_information
'383994863982616576'	@WorldBank @UN @GlblCtzn What is UN doing about 100000 that just became homeless (+unknown death toll) in Pakistan?  #earthquake	not_related_or_irrelevant
'384719876331302913'	PTI Minority MPA Exposed the Politics of ANP &amp; PPP on Dead bodies: PTI Minority MPA Exposed the... http://t.co/bjg64h1xDg #pakistan #ppp	injured_or_dead_people
'383889652022665216'	RT @ErumManzoor: I love #Pakistan &amp; I'll serve it no matter what the circumstances are.. Its my promise to you my Dear Great Quaid http://t…	sympathy_and_emotional_support
'382859147173441536'	Part 1/3 .. A mere tweet may not express my deep grief for the loss of Baloch Nation due to the quake yesterday.. #balochistan #earthquake	sympathy_and_emotional_support
'384526803739492353'	#earthquake: USGS Earthquake Alert: M 2.9 - 66km N of Hatillo, Puerto Rico http://t.co/pVmvCVRT3L	other_useful_information
'384307384686219264'	RT @AnasMallick: Parts of #Awaran are YET to receive #EarthQuake Relief items even after the 6th day! Includes NokJu and malaar areas to na…	donation_needs_or_offers_or_volunteering_services
'382928382721531904'	RT @EarthquakeAu: New #Earthquake Mw 7.0 NEAR COAST OF SOUTHERN PERU: Magnitude   Mw 7.0 Region   NEAR COAST OF SOUTHERN PERU Date... http:…	other_useful_information
'383679474539442177'	And the #earthquake  death toll rises to 400. May their souls RIP.	injured_or_dead_people
'384074228364247040'	RT @TeapotTony: First request of the evening #earthquake @djfreshdnb @clubconcrete #requests #mainroom	not_related_or_irrelevant
'382813501729017856'	Saddened by powerful 7.7 magn.earthquake that killed 250 people in #Pakistan. Condolences for victims&amp;families and hope for a quick recovery	injured_or_dead_people
'382856858240708608'	150+ tragically died while a new island was born due to the 7.8 mag #earthquake off the southern coast of #Pakistan: http://t.co/OEFbIzf3aw	injured_or_dead_people
'384149259941322752'	2013 US Sumo Open [Earthquake (Cyrus Remix)] #sumo #power #slam #epic #variety #sport #earthquake ooohh killem https://t.co/2s2arIpa2z	not_related_or_irrelevant
'384100089389907968'	"RT @allaboutmqm: Article of Quaid-e-Tehreek Altaf Hussain in Express Tribune ""Dialogue, but with whom?"" #Pakistan #MQM http://t.co/Ivb9d9rp…"	not_related_or_irrelevant
'382964275817365506'	#Pakistan quake death toll rises to over 300 #UFO4UBlogAsia http://t.co/blHMdM41V8	injured_or_dead_people
'383677146352615424'	RT @bilalf90: #MQM #Pakistan KPK govt dispatches 13 trucks of relief goods to Balochistan’s quake hit areas: PESHAWAR: On th... http://t.co…	donation_needs_or_offers_or_volunteering_services
'384707224112611328'	【#USGS #alert】 M 1.2, Southern California: September 30, 2013 15:35:07 GMT http://t.co/KDgJrc1vui #earthquake #tsunami #prayfromjapan	other_useful_information
'384542387369832448'	RT @seismicupdate: #USGS M 3.7, 30km WNW of Seeley, California http://t.co/i37rMZVjfw #earthquake	other_useful_information
'383198497316818945'	Horrific tragedy. RT@etribune: Girl found dead on #Karachi beach Evidence suggests she ws suffocated http://t.co/AsyRJ2QrV9 #Pakistan #rape	not_related_or_irrelevant
'384259990417973248'	RT @AnasMallick: And suddenly we all have forgotten the #EarthQuake victims!	sympathy_and_emotional_support
'384837041814786048'	Every time somebody try to outshine my speakers I put em back in they place. #earthquake	not_related_or_irrelevant
'384975671514001408'	RT @US_Crimes: Obama with his family.  Pakistani family killed by Obama's drones.  #USCrimes #US #Pakistan #drones http://t.co/S8QK0Y4eOv	not_related_or_irrelevant
'384200955094257664'	Mb 4.6 - Pakistan (354) 2013-09-28 19:28:02 UTC #earthquake #ubAlert http://t.co/c16JoZrTW5	other_useful_information
'383241996519079936'	PhotoAlbum: #KKF send relief goods for #Balochistan #Earthquake Victims #ReliefByKKF #MQM #Pakistan http://t.co/URhm4ayubh	donation_needs_or_offers_or_volunteering_services
'383624835802619904'	RT @Labrinthda1st: No DJs, just music with @BBCR1's most played songs from the past 5 years. Tune in from 5pm to hear if  #Earthquake made …	not_related_or_irrelevant
'383933003166003200'	RT @afzaal_k: #BLF Terrorist cheif Dr. Allah Nazr against #Pakistan army #Earthquake relief because he knows his lies are getting exposed	not_related_or_irrelevant
'382915724081373184'	Just felt my bed shaking #earthquake #wtf	other_useful_information
'383859247668547584'	And again I felt it #earthquake	other_useful_information
'384990917586743296'	RT @latest_strike: 5-10 people killed by #drones in strikes on consecutive days in #Pakistan. As yet none of their names are known: http://…	not_related_or_irrelevant
'383410461695176704'	RT @live2Tripoli: 400 people have died in the Balochistan earthquake. May god have mercy on all their souls. #Pakistan #Calamity	injured_or_dead_people
'383374226150805504'	Cal OES &amp; @FEMA Unveil North Coast #Earthquake and Tsunami #ResponsePlan in Cascadia Subduction … http://t.co/3x6cm0IE0t	other_useful_information
'384529330925101057'	1.7 magnitude #earthquake. 12 km from El Segundo, CA, United States.http://t.co/Q8ylml5cSA	other_useful_information
'383119382026518529'	RT @timesofindia: Death toll from #earthquake in #Pakistan rises to 348, more than 500 injured. (AP)	injured_or_dead_people
'384293423798185985'	Deadly blast hits Peshawer #Pakistan. Dozens dead just a week after 80 Christians killed in church blast. http://t.co/2sx2qF2FWU	injured_or_dead_people
'384919454993240064'	RT @mqmunit146: Pic2: Prayers held for #HyderabadMassacre 30th September1988 at Lal Qila Ground Azizabad #Karachi #Pakistan http://t.co/wXX…	sympathy_and_emotional_support
'384655336952446976'	RT @AQpk: This is #Pakistan  RT @Engineers_Guild: Street vendor donating money to #Awaran #earthquake relief #Balochistan http://t.co/ldOHI…	donation_needs_or_offers_or_volunteering_services
'383693114365714433'	RT @myrthekf: How the #Media Covered the 1988 #Spitak #Earthquake: #Multimedia Exhibit Launches in #Gyumri http://t.co/G0W03IMgVG via @repo…	other_useful_information
'384229722278068224'	RT @MehrTarar: Instead of focusing on what #IK said/meant/implied/dreamt/imagined go 2 the real issues of #Pakistan: it bleeds.Pay attentio…	caution_and_advice
'383128847413428224'	Ch. Nisar: 1000 Army troops on ground for relief efforts in #Earthquake hit areas	other_useful_information
'384119099900436480'	【#USGS #alert】 M 1.2, Southern California: September 29, 2013 00:48:32 GMT http://t.co/MYdkYYRP65 #earthquake #tsunami #prayfromjapan	not_related_or_irrelevant
'383863435957518337'	i didn't feel this one too. #earthquake	not_related_or_irrelevant
'383040111459700736'	RT @AlertNet: Magnitude 7 quake strikes off coast of #Peru, no #tsunami alert, some damage to homes reported http://t.co/uKC5OXgq39 #earthq…	other_useful_information
'384582509423386624'	Anyone know what's happening in #NewZealand? Hope everyone is OK. #Earthquake	sympathy_and_emotional_support
'382914193348755456'	#earthquake ML 4.0 SOUTHERN IRAN http://t.co/bfd1hFy3Ek #TomohonKota.Com	other_useful_information
'383059166421454848'	RT @mqmshahfaisal: News: #KKF Have Dispatched Three Trucks Loaded with Relief Goods for #Baluchistan #Earthquake Victims #ReliefByKKF http:…	donation_needs_or_offers_or_volunteering_services
'383571219939090432'	RT @AdilNajam: According to Neta Crawford, total deaths in #Afghanistan about same as in #Pakistan. Big difference: In Pakistan NO #US casu…	injured_or_dead_people
'384054874729897984'	RT @nishantsharma87: This #island is only 4 days old, men have started #littering it already #environment #earthquake #BBC http://t.co/kuHo…	other_useful_information
'383308548538519552'	RT @allaboutmqm: Video: #KKF send relief goods for #Balochistan #Earthquake Victims #ReliefByKKF #MQM #Pakistan http://t.co/lFk7JH16qY	donation_needs_or_offers_or_volunteering_services
'383674716277329920'	#Earthquake of M 4.9, 104km NNE of Awaran, Pakistan http://t.co/SGiOwTTwWz	other_useful_information
'383607832752705536'	Oxfam gears up its aid effort to help people affected by #Pakistan earthquake http://t.co/CROvT0SkOr	donation_needs_or_offers_or_volunteering_services
'383865953529782272'	sending love to those affected by pakistan #earthquake	sympathy_and_emotional_support
'384379963191099392'	RT @RiazToori: Depressed and sad to learn that 18 members of same family were killed today in #QisaKhwaniBazarBlast Peshawar #Pakistan .	injured_or_dead_people
'384533519264796673'	RT @big_picture: The Big Picture: Earthquake in remote Pakistan -- http://t.co/Kfe1LOPZ7N #earthquake #pakistan #photojournalism	other_useful_information
'384870330960850944'	1.6 magnitude #earthquake. 3 km from Avocado Heights, CA, United States.http://t.co/TgPuS8mHJN	other_useful_information
'383173617313251328'	"RT @ZH_Baluch: All ""Baloch Political Parties"" &amp; all ""Baloch Armed Group"" appeal to International'Orgs to help the victims of earthquake in …"	donation_needs_or_offers_or_volunteering_services
'383205577176150016'	#pakistan #earth#quake: hundreds dead in balochistan - http://t.co/JClwzollyl	injured_or_dead_people
'383963383282012160'	RT @ZEEMANA: #Balochistan earthquake is heart breaking. Every single house damaged in Avaran region.	infrastructure_and_utilities_damage
'382829594820096000'	In pictures: #Pakistan earthquake http://t.co/JtP87HE1gj	other_useful_information
'384214657105682432'	RT @Rabail26: Oh lord. RT @khalidkhan787: Update: 30 including 2 women dead, over 100 injured in twin bombings in Qisa Khawani Bazar. #Pesh…	injured_or_dead_people
'384463763186778114'	BBC News - #Pakistan explosion: Dozens killed in Peshawar market http://t.co/jDOGQpgvMM	injured_or_dead_people
'384900611671855105'	RT @zameer0201: Locals in #Awaran telling Aid given by #Army &amp; #Govt is being set on fire by #Militants in #Mushkhey after once #Army leave…	donation_needs_or_offers_or_volunteering_services
'383172900590608384'	@Ali_Abbas_Zaidi In #Karachi urban terrorists have merged w/ sectarian terrorists on the ground #MQM #ANP #PPP #LeJ #TTP @LoveMQM #Pakistan	not_related_or_irrelevant
'383732847934062592'	2.0 magnitude #earthquake. 71km S of Tanaga Volcano, Alaska.http://t.co/MTu9lzORQt	other_useful_information
'385012057294508032'	.@TBIJ has launched a new website to track drone deaths in #Pakistan &gt; http://t.co/0hoSRFIX9J	injured_or_dead_people
'383102366511136768'	RT @ETEnvironment: #earthquake 348 people have lost their lives and more than 500 injured in #Balochistan - Reports	injured_or_dead_people
'384419859435880448'	RT @igeldard: #Pakistan forces transporting rations to quake-stricken area fired on, 4 dead  http://t.co/dgWggarPaF	injured_or_dead_people
'383219357683171328'	RT @ShirazHassan: The death toll from 7.8 earthquake in #Balochistan #Pakistan rises officially to 328. http://t.co/NKFjfIsJIs	injured_or_dead_people
'384457473609854977'	RT @CBCAlerts: 6.8 earthquake hits southwest #Pakistan, days after another quake in same region. Already damaged buildings hit: http://t.co…	infrastructure_and_utilities_damage
'382913018046451712'	A significant #earthquake was reported by the USGS: M 6.8 - 80km SSW of Acari, Peru	other_useful_information
'382869914253799425'	RT @RadioPakistan: 285 people were killed in #Awaran while 43 were killed in Kech district due to massive earthquake http://t.co/Vx9Wgw005c	injured_or_dead_people
'383872650797670401'	RT @geonews_english: (Breaking News) Tremors felt in #Karachi, #Larkana and #Quetta #earthquake	other_useful_information
'383453476098818048'	MT @info4disasters #Balochistan 7.7 Magnitude #Earthquake http://t.co/Zds5huywbv #Pakistan #awaran	other_useful_information
'383871343579914240'	This is a new #earthquake, magnitude 7.2, aftershocks can be recorded hours later #Pakistan - Chief Meteorologist  Tauseef Alam #Pakistan	other_useful_information
'383145353102381056'	Very sad @ShababLibya  Over 320 people killed in #Pakistan #earthquake.  Thoughts and prayers with the families who lost loved ones. RIP RT	injured_or_dead_people
'383888470281695232'	#PAK #QUETTA 5militants killed in exchange of gunfire as they attacked security check-post in Panjgur area of #Balochistan ,FC officials say	injured_or_dead_people
'383237754534232065'	#Pakistan is in our thoughts as they recover from the earthquake. The remoteness of affected communities highlights the need for resilience🙏	sympathy_and_emotional_support
'383873993310081024'	Another #earthquake of 6.8 magnitude.	other_useful_information
'384911618167308288'	#earthquake M2.6: Southern Alaska http://t.co/J5uKGsMlxE	other_useful_information
'383884674616918016'	Pakistan’s quake-hit area jolted my massive aftershock http://t.co/zmVjLvTvm3 #Earthquake	other_useful_information
'384586376206770176'	#Temblor♨ M 2.8, 41km N of Hatillo, Puerto Rico http://t.co/FCI2DyRJ5P #Earthquake #Sismo	other_useful_information
'383640975362752512'	RT @ina2810: #Awaran Earthquake. #Forces committed to help people. #Nation supporting Soldiers. Trolls and sick mafia finding faults. @hsaq…	donation_needs_or_offers_or_volunteering_services
'384564148832452608'	USGS M 6.7, 81km NE of L'Esperance Rock, New Zealand: Monday, September 30, 2013 05:55:54 UTCSunda... http://t.co/FyQGn50VA9 #earthquake	other_useful_information
'383040667078770689'	RT @wrycatcher47: #Pakistan #Earthquake Was So Powerful It Created a New Island http://t.co/94hLqNnJxU	other_useful_information
'384065159804616704'	"Article of Quaid-e-Tehreek Altaf Hussain in Express Tribune ""Dialogue, but with whom?"" #Pakistan #MQM http://t.co/hr5yDScEnX"	not_related_or_irrelevant
'383181970903031808'	Dr.HafeezUrRehman,President #AlKhidmat reached Awaraan with RescueTeam,the most quake-affected Area&amp; moving more deep in town #Balochistan	other_useful_information
'383647920999768064'	#TTP r terrorists who r NOT stakeholders in #Pakistan &amp; r NOT fighting a foreign invasion. They have killed over 40000 innocent #Pakistanis	not_related_or_irrelevant
'383292670409326592'	The immensity of destruction.. “The Crisis in Haiti: An Assessment,” #Earthquake #CabConverg #Peacebuilding http://t.co/YtvlpqUgXI	other_useful_information
'383597824882905088'	RT @shumail_z: Need ration bags for #EarthQuake affectees urgently. Team Pakistan Youth Alliance leaving for Awaraan and Malaar early in th…	donation_needs_or_offers_or_volunteering_services
'382850470370234369'	A new island was created near Pakistan after an earthquake semalam! This is awesome but at the same time freaky ;( #Pakistan	other_useful_information
'384519971125985280'	RT @MansoorGeoNews: The helpless Indian Prime Minster only matches the powerless Pakistani President in terms of balance of protocol #India…	not_related_or_irrelevant
'384256853862932480'	New major earthquake rocks southwest Pakistan #Pakistan http://t.co/A5lovVlJfI	other_useful_information
'384789053230440448'	RT @OfficialMqm: Pic3: Prayers held for Pakka Qila #HyderabadMassacre at Lal Qila Ground 90 #Karachi #Pakistan http://t.co/AaefO4IyFj	sympathy_and_emotional_support
'384089715743260672'	【#USGS #Breaking】 M 4.8, 221km NW of Saumlaki, Indonesia http://t.co/KK9AffQP36 #PastHour #48 #earthquake #tsunami #prayfromjapan	other_useful_information
'384245822935678976'	RT @Senator_Baloch: #Balochistan Death, Destruction and Guns  #Earthquake #Awaran http://t.co/4zTzaALURK	injured_or_dead_people
'382930417776861184'	NYTimes: Toll in #Pakistani #Earthquake Rises Past 300 http://t.co/6rtW6NVKzs	injured_or_dead_people
'384062499265314816'	2.5 magnitude #earthquake. 15 km from Hollister, CA, United States.http://t.co/RfXFFoei8l	other_useful_information
'383097657759395840'	Pakistan scrambles to reach #earthquake victims http://t.co/QMtfzIZjHd #Aljazeera	injured_or_dead_people
'383080132895707137'	RT @adnanrasool: Here is an idea.. instead of whining about non issues..Can we all focus on just the #Balochistan Earthquake for next 2 day…	sympathy_and_emotional_support
'383268788067516417'	RT @Senator_Baloch: #Islamabad's persistent Close Door Policy, Disallowing Int'l Aid Agencies to Rescue, Relief &amp; Rehabilitate #Earthquake …	other_useful_information
'383553088155418625'	RT @Baloch_istan: Dr Malik's national party &amp; its student wing BSO(Pajjar) involve in rescue work from day one. #Earthquake #Balochistan #M…	donation_needs_or_offers_or_volunteering_services
'382848654735720448'	RT @malicemagic: Bureau of Investigative Journalism launches major project: 'Naming the Dead' in #Pakistan #DroneStrikes  http://t.co/kiEhG…	not_related_or_irrelevant
'383029860593328128'	RT @AQpk: #BLA terrorists active in #Balochistan to stop #PakMilitary doctors/engineers from helping #earthquake victims!	injured_or_dead_people
'383768214351523842'	#Earthquake M 3.3, 168km SSW of Amatignak Island, Alaska: Friday, September 27, 2013 22:32:37 UTCSaturday, Sep... http://t.co/iljqPrKvLF	other_useful_information
'384250301987192832'	#Pakistan: deadly bomb blast kills dozens in Peshawar #theguardiancom #worldnews #news #taliban	injured_or_dead_people
'383798232515506178'	Meanwhile in #Pakistan a devastating earthquake has taken over 500 lives...Help out by donating to Baloch CM's Fund http://t.co/3LbkOlJg3Y	injured_or_dead_people
'383125061621665792'	USGS reports a M1.4 #earthquake 41km NE of Sutton-Alpine, Alaska on 9/26/13 @ 6:58:32 UTC http://t.co/pasORijJ80 #quake	other_useful_information
'383654558217805824'	RT @ajmaljami: In order to help #earthquake affected people please do contact at  111-157-157 (NDMA) - NDMA Chairman Maj Gen Syed Aleem.  #…	other_useful_information
'384967610917326848'	RT @WasayJalil: Is this my Country we dreamed4? Why V r afraid2take action 4these B..ds #WhereIsHumanity #KPK #Pakistan http://t.co/6QkUXok…	not_related_or_irrelevant
'383247089599537152'	While nation is busy in helping #Earthquake victims Taliban Khan is busy in developing his ally's  distribution network.. #TTPOffices #PTI	donation_needs_or_offers_or_volunteering_services
'384904387396501505'	#earthquake: M 2.1, Central Alaska http://t.co/I04UGL5Czl	other_useful_information
'384316672665849856'	5.2 magnitude #earthquake. 290km ESE of Vostok, Russia.http://t.co/z6G2sabXjg	other_useful_information
'383942955964583936'	RT @KamalFaridi: Female Pillion-rider killed by unknown assailants in Lahore - News Tribe: Geo News, PakistanFemale P... http://t.co/nczj3L…	not_related_or_irrelevant
'383349913196589056'	"RT @SaamZad: #BalochistanQuake: An island has emerged in Gwadar on ""Paddi-Zer"" side. #Balochistan #Earthquake http://t.co/2hRnaJdWh8"	other_useful_information
'383316175087992832'	RT @PTI_FATA: Just wondering if (God forbid) #Earthquake had hit Punjab instead of Balochistan, would Nawaz Sharif still have continued his…	not_related_or_irrelevant
'383870633655812096'	"""It was not an aftershock it was an independent earthquake,"" Zahid Rafi, director of the National Seismic Centre of #Pakistan  #Earthquake"	other_useful_information
'383788918421737472'	USGS reports a M1.7 #earthquake 38km E of Cantwell, Alaska on 9/28/13 @ 2:53:21 UTC http://t.co/jjPFo0Fvmc #quake	other_useful_information
'384837531042205696'	RT @druidlassy: @UN @HRW #Balochistan: Awaran Needs #International Assistance http://t.co/pE4oBLiDtV #BalochistanEarthquake victims still w…	donation_needs_or_offers_or_volunteering_services
'382840042198028290'	#Earthquake in #Pakistan - At least 327 #killed and 400 injured - #Deadliest earthquake since October 2011!  - http://t.co/S56MFV2uSV	injured_or_dead_people
'383990848368553984'	#pakistan#news China sends relief goods for quake victims:  http://t.co/Mip18gFC17	donation_needs_or_offers_or_volunteering_services
'382937561850593280'	RT @NewsweekPak: Seismologist says quake island will disappear over time #Balochistan #Gwadar http://t.co/LHw10iHLSc	other_useful_information
'383265124959535104'	#Earthquake in #Balochistan, for details watch #PakistanAt9 now on #CapitalTV.	other_useful_information
'383100258940493824'	#earthquake Update:More than 300 lost their life in Earth Quake.. Plz pray for their souls. Allah un sab ko Jannat mn aala maqam ata farmaye	injured_or_dead_people
'384951063565967360'	【#USGS #alert】 M 1.4, northern Alaska: October 01, 2013 07:48:00 GMT http://t.co/OHfnpegGs4 #earthquake #tsunami #prayfromjapan	not_related_or_irrelevant
'384914396033458176'	2.0 magnitude #earthquake. 83km N of Manley Hot Springs, Alaska.http://t.co/oxUj6OLIoP	other_useful_information
'383138315639468032'	While #Earthquake effected areas of #Balochistan yearn for relief but #militants continue to target #military helicopters with rockets!	donation_needs_or_offers_or_volunteering_services
'383911304723189760'	RT @VeengasJ: #Awaran needs help and ruling party #PMLN's performance is not gud. Even #PM #NawazSharif ignored #Balochistan's situation at…	other_useful_information
'385034162303823872'	RT @AamirSaeed313: Amazing that #TTP's facebook page is active in #Pakistan while PTA has blocked our page #ZaidHamidExposition	not_related_or_irrelevant
'383874466289164289'	Earthquake in Sindh and Balochistan: Some of the cities were tremors were felt are Karachi, L... http://t.co/HbaUkw1ahb #pakistan #sindh	other_useful_information
'384943499063623680'	Container damaged in firing #mustang #quetta #traffic - See more at http://t.co/i5eQcRUJ91	not_related_or_irrelevant
'383421976213078016'	150 trucks carrying supplies for #Balochistan earthquake victims stopped by #Pakistan SecurityForces- LocalNGO-SPO @TarekFatah @druidlassy	donation_needs_or_offers_or_volunteering_services
'383255300620304384'	Pic-16 #KKF send relief goods for #Balochistan Earthquake Victims #ReliefByKKF #MQM #Pakistan http://t.co/m5CE93JWK5	donation_needs_or_offers_or_volunteering_services
'383873820915806209'	RT @Meher_J: @AFP @AP @Unesco @Unicef Just In: Death Toll In #Balochistan Expctd To Reach 50 ..100 Injuries Reported ..#BalochistanEarthQua…	injured_or_dead_people
'382899575553413120'	Teachable Moment - Magnitude 7.7 Earthquake in Pakistan http://t.co/B5q7EmFGsQ #earthquake #iris #pakistan	other_useful_information
'383833446872657920'	The destruction in Labach, a village in #Awaran district. 3 ppl were killed and 52 injured http://t.co/FBTW0iFfDa	injured_or_dead_people
'384768881413599232'	RT @Hennah_Baloch: Found helicopters hovering above but none reached the ground for help where many are still waiting for food and shelter.…	donation_needs_or_offers_or_volunteering_services
'382884719957778432'	RT @faisalmahmood99: #KKF Send Relief Goods For #Balochistan Earthquake Victims #ReliefByKKF #MQM http://t.co/pZb8s8WYnH	donation_needs_or_offers_or_volunteering_services
'384794485974384640'	Sooooon. Some major early support on this one. :) #diplo #djfresh #earthquake #twerk #100 #djsnake… http://t.co/24xHtsb81q	not_related_or_irrelevant
'384941292209582080'	#Earthquake victims flown from Kech and Quetta are also being treated in Govt's Lyari General Hospital #Karachi.	displaced_people_and_evacuations
'383374878294179840'	Two teenage girls killed, #rape suspected http://t.co/95E8H4sqgz #Pakistan”	not_related_or_irrelevant
'383256159739584513'	Pic-22 #KKF send relief goods for #Balochistan Earthquake Victims #ReliefByKKF #MQM #Pakistan http://t.co/B4vXu2MGu6	donation_needs_or_offers_or_volunteering_services
'383444080945930240'	RT @etribune: (News) Scale of #damages: Nearly all of #Mashkai town flattened, say survivors http://t.co/ESwmFWvesS #Balochistan #earthquake	infrastructure_and_utilities_damage
'383081653049913345'	#earthquake: M 4.8 - Atlantic Ocean - North Greenland [Kujalleq] Prins Christians Sund: Preliminary Earthquake... http://t.co/5CYtYjWWy2	other_useful_information
'383329995260563457'	RT @Intprofessor: @GFarooqi     Women victims of #EarthQuake are more needy. Female volunteers needed in #Awaran http://t.co/kaCjSvtFXk	donation_needs_or_offers_or_volunteering_services
'383903310811758592'	RT @JuD_Cyberteam: Appeal for Donation. #JUDReleif #Earthquake #Awaran http://t.co/tDrfpprP4p	donation_needs_or_offers_or_volunteering_services
'384813004618883074'	September 30, 1988. More Than 250 Innocent People Were Shot Dead In 5 Minutes! #HyderabadMassacre #Pakistan @ImranSiddiquie	injured_or_dead_people
