text,labels
SPECIAL  Hurricane Odile Damage to boats in Baja from Latitude 38  http http,3
"Baja California, Mexico, has suffered great losses due to Hurricane Odile. We can all help the inhabitants of this beauti…",4
“@dfwtower: Another look at hurricane damage at Cabo San Lucas S J D.  http,3
"Westin, Hilton &amp; Sheraton resorts report damage from Hurricane Odile http via",3
Powerful hurricane Odile barrels through Mexico's Baja tourist haven http,2
Baja California   Hurricane O D I L E Odile Chat Damage in pictures: http,3
Anyone heard any rescue efforts for those still in los cabos? Riu Santa Fe,1
Live posted crazy destruction in San Josedel Cabo Mexico Hurricane O D I L E - http,3
Hey  you mind if we bring an extra suitcase to Los Cabos full of school supplies for free? Hurricane O D I L E relief,4
"Hurricane Odile from my roof in Mesa, AZ. Hurricane O D I L E Arizona     http",7
Hollyoaks Autumn Trailer Hurricane O D I L E Habs Hip Hop Real Skills Vol2 check it outὐAὐA http UK HIP HOP,7
My thoughts go out to all in Los Cabos Cabo San Lucas post hurricaine Odile. Hope everyone is safe and sound!,6
We desperately need  in Baja California Sur.  Odile hurricane destroyed the whole state. Not just… http,4
Prayers go out to all my family friends in cabo affected by the hurricane,6
Few more photos of damage left by hurricane Odile in Cabo San Lucas. http,3
I hope the Cabo location wasn't damaged from the hurricane ...,6
Extensive damage at the Cabo airport MT  Going home to cabo will be interesting. O D I L E S J D airport http,3
Odile Beaver Nation - lots of devastation. Prayers for all those that are battling.   http,6
Odile Major damage at airport.  It may be closed for up to a week.  Military is sending in planes to help with evacuation.,3
HotelChatterPhotos: Relief Efforts and Hurricane Destruction at Cabo San Lucas' Air... http,4
Resorts report damage from Hurricane Odile: The Westin Los Cabos and the Sheraton Hacienda del Mar both were damaged by heavy winds a...,3
"Devastating damage to Los Cabos, MX from Cat 4 hurricane odile. Most of the state still offline + in the dark. http",3
Such a shame about hurricane odile doing such massive damage to cabo. We have a trip booked there in November. Not sure if we will still go,8
Flako Boow: Hurricane Odile Slams Mexico's Baja California: Hurricane Odile causes 'extensive' damage to homes... http,3
"Clean water, electricity and shelters for the displaced are the Mexican government’s main focuses for Cabo San Lucas. Hu…",4
I just want to online shop but my dad is using my laptop to look at pictures of the  hurricane damage in Cabo,8
My mother was seriously injured during  At Amerimed CSL hospital. Rachel Faye Rogers-Andrade. Lost contact. Need …,0
Riu Santa Fe Hurricane O D I L E Missing my friend staying here. Mother last heard from her since Monday. Please HELP http,1
"My thoughts to people who have been battered by hurricane Odile in Baja California, Mexico - A region of tourist resort complexes",6
"If Mexico asks for hurricane Odile clean-up help, I think we should demand a Marine's release first.  Free Our Marine",7
Many prayers for a safe return for travelers and a quick recovery  Hurricane O D I L E http,6
"Natural Disasters Costco in Cabo severely damaged by Hurricane Odile, looters: …  deals with damage wrought by...  http",7
"heart suit (( B A R B I O H D )) heart suit A Path of Hurricane Odile's Destruction, Seen Through Instagram http via  heart suit",3
Hurricane Odile leaves path of destruction in Los Cabos - KTVU San Francisco http,3
So sad seeing the damage Odile has done to Los Cabos. I was there last month &amp; now they're all crushed incl airport http,3
San Diego fiance pleads for Hurricane Odile aid - While a bachelorette party from San Diego is stranded in Cabo S... http,6
Ex-NFL QB calls for U.S. aid to Cabo after hurricane  http,4
Thoughts are with all those affected by Hurricane Odile in Mexico’s Baja Peninsula. 1/2,6
"Please help our client Flora Farms and their 150 employees, many who have sadly lost their homes in Hurricane Odile. http",3
no power food shelter (using rationed pwr)still no help - 2 flights took off aft canceld flt 868 Odile http,7
.@AMHQ   4.9  off San Felipe damaged hospital. O D I L E  Odile headed there!,3
Odile stay strong! Support eachother. Prayers to all on the,6
Video of damage from Hurricane Odile! http,3
your Odile travel advisory pg online needs an update. Vague&amp;generic msg doesn't help.Maybe take notes from  's page.,8
Family stranded in Mazatlan says their airline carrier  is not helping to get them out of Mexico following Hurricane O D I L E,1
YachtAid Global Providing Hurricane Odile Assistance http,4
Current Baja weather radar http NOTE Red Dot is 4.9 earthquake off San Felipe.Has damaged hospital w Odile coming,3
May I use your damage pix for an Odile story at http Will post w/name credit.,8
"Photo: Airport in Los Cabos, Mexico, appears to be severely damaged by Hurricane Odile -  http",3
Odile is going to be no joke!  Oro Valley Police Department is handing out FREE sandbags to help homeowners... http,4
"70 % chance for the valley tomorrow, models will show Odile's specific track &amp; worst areas hit as it enters AZ later",3
Hurricane shelter in the Hilton ballroom in Cabo San Lucas. Odile Pic via Instagram user iullumin8D http,2
"A Path of Hurricane Odile's Destruction, Seen Through Instagram http D M G",3
Webcam photo of damage from Hurricane Odile at a resort in Cabo San Lucas http,3
"M Rpoints Love Marriott Rewards Cabo San Lucas: Resorts in Cabo Will Be Closed for a Few Weeks, Maybe More, Due to Hurricane Damage",3
Please help cabo out and donate we could use all the help we can get' ὤFὤFhttps://t.co/MjJDy6Ohw5,4
Have you the devastation Hurricane Odile wreaked on Cabo San Lucas? They desperately need help. Please give whatever you can. It's urgent!,4
.@AlaskaAir suspending svc to Cabo San Lucas through end of October due to infrastructure damage from Odile http,3
seeing rumors about military planes going into Cabo to help those stranded from Odile. Can you confirm? Any other updates?,1
"Spotted on the Rodarte Catwalk, hand painted hairpieces. We are loving Odile Gilbert direct technique but what are your thoughts ?",8
"Natural_ Disasters_ N Hurricane Odile damage, Cabo San Lucas: The once-powerful Hurricane Odile weaken to a tro... http",3
Photos: Relief Efforts and Hurricane Destruction at Cabo San Lucas&amp;#39; Airport http http,3
If you have clients in Cabo now is the time to help them.  Hurricane made a big impact. Help them get back home an be a hero,7
"My Cabo dreams are officially killed by Odile. Cancun, here I come!!!",8
"A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came ashore… http",3
Mexico begins to airlift thousands of stranded tourists after Hurricane Odile http,2
"Thoughts are w/ friends, colleagues and all reeling from the wrath of  spent all day on calls discussing it's impact",6
‘Our bed went out the window': B.C. tourist describes mayhem in Cabo following hurricane . Prayers to Cabo... http,3
MT  3 new  image strips are up! Help map damage in Baja California from Hurricane Odile http,7
"Hoping nothing gets damaged with flooding, but this desert rat is looking forward to Odile's leftovers Las Vegas http",3
New Details on the Reopening Date for Cabo San Lucas' Hurricane-Damaged Airport http,3
Advisory  Watches/Warnings [kmz] - Tropical Storm ODILE (EP5/EP152014) http,7
Tourists in Baja California look for shelter as Hurricane Odile wreaks havoc http,2
Mexico - Travel News - FCO updates Travel Advice for Mexico regarding Hurricane Odile Mexico   Odile Travel Awareness,7
sσy_ρσяиσgяαfιςσ: Hurricane Odile makes landfall on Mexican coast: Residents and tourists take shelter as weather forecaste...  « Fin »,2
"http  Residents, Tourists Sent to Shelters as Hurricane Odile Makes Landfall… http",2
To our Cabo San Lucas Fox customers -- the airport and our location was badly damaged during Hurricane Odile. As... http,3
"I've seen NOTHING on the TV here in Sydney, Australia about Odile. My thoughts go to the families waiting for... http",6
"news A Path of Hurricane Odile's Destruction, Seen Through Instagram http from",3
is anyone staying near or at  in   maybe secrets  want to know damage to ganzo.,3
Animals Stranded from Hurricane Odile - Help Now http / Animal Rights Save A L Lanimals Help A L Lanimals Mexico Baja,6
Hurricane O D I L E hotel evacuated all rooms at 10pm. Most glass balcony doors blown out. A lot of water damage. Seems no injurie…,2
Photos of damage from Hurricane Odile - devastating - glad everyone is safe. Via  http,3
Not 10% rooms damaged only 10 rooms damaged.,3
"Hurricane Donation Info: Cabo San Lucas  Lucas and San Jose Del Cabo sustained a direct hit, - See more at  http",4
Buy an AllSwell Notebook - help someone in need 40% of each sale will support  Hurricane Odile relief http,4
S C M P_ News Mexico's Baja California battered by Hurricane Odile as tourists take shelter:                     ... http,2
Storm warnings stretching from Nevada all the way to Oaxaca today http  and http,5
Awful damage from Hurricane Odile in Baja California http,3
"A Path of Hurricane Odile's Destruction, Seen Through Instagram  via   http",7
Photos of Hurricane Destruction at Cabo San Lucas' Airport: http (not pretty) http,7
"Some pictures of damage from Hurricane Odile! Many hotels&amp;resorts, in Cabo San Lucas, have sustained serious damage! http",3
Hurricane Odile Has Strengthened; Hurricane Warnings Issued For Southern Baja California - http http,5
US tax deduction for losses in Baja Sur due to damages caused by Hurricane Odile http,7
Video: AP  - Hurricane Odile Slams Mexico's Baja California: Hurricane Odile blazed a trail of destruction thr... http,3
Hurricane Odile damages Mexico’s Baja California resorts – BBC News http,3
A list of Hurricane Shelters in Baja California Sur http,7
Hurricane Odile damages Mexico’s Baja California: http via,3
Holidaymakers take shelter after Mexico is battered by Hurricane Odile http  News Rt,2
"Remnants of Hurricane Odile. We (Phoenix) braced for it but missed us. Hit hard by Norbert, tho. Hope no one was hurt in SD.",3
"To check on loved ones in Baja impacted by Odile, contact State Department's Overseas Citizen Services at…",1
"Please help Toni, Terry and Gary Marcer!  Almost $7k already raised after hurricane Odile!  http",4
Hurricane Odile makes landfall on Mexican coast: Residents and tourists take shelter as wea... http X Tweather,2
:( Los Cabos International Airport after hurricane Odile paid a visit..  http,3
Could mystery enterovirus be in AZ?-NFL brings in Dom Violence help; Odile could b n ordeal for AZ; Colossal Squid down under on  8am,8
"(#Diime_Daniiel) A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane O... http (@Diime_Daniiel)",7
B C S needs help!!!! Odile left devastaded La Paz and Los Cabos!!! 2 days with out light service.,4
hello were you at Cabo Azul during the hurricane? Did it sustain any damage?,7
News @ 5:  The onslaught of Odile today.     K G U N9 http,3
HELP REBUILD BCS O D I L E H E L P L O S C A B O S H E L P R E B U I L D B C S http,4
"Worried,Prayers out going to all in the area, especially my parents, brother, and niece.. No word yet from them.. Hurricane O D I L E Los Cabos",6
"Check out these damage photos out of Cabo San Lucas, Mexico as Hurricane Odile slammed into the coast overnight.... http",7
Heartbreaking damage in Los Cabos includes the International Airport    http,3
"A Path of Hurricane Odile's Destruction, Seen Through Instagram http  http",7
"Los Cabos hammered by Hurricane Odile, sparking looting. Widespread damage. 1,000 troops deployed to disaster area. http",3
"A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came asho... http  Joy Cook P R",5
revisa y  Help map damage in Baja California from Hurricane Odile http  Donate Your Time,3
Hoping  San Jose is making it through Odile .  Prayers with everyone in the San Jose del Cabo area!,6
Hurricane Odile makes landfall on Mexican coast: Residents and tourists have spent the night in shelters and h... http,2
"A Path of Hurricane Odile's Destruction, Seen Through Instagram http (Tweet.Error)",7
Odile is on its way! Follow  weather team of  and  for up to minute forecasts: http,5
"Hurricane Odile Causes Major Damage in Baja, Mexico Affecting Travel to the Region | Scuba Diving http via",3
Hurricane Odile leaves trail of destruction in Mexico http,3
"Jumia A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came... http Mashable Comment",7
Habs Hollyoaks Autumn Trailer Hurricane O D I L E Hip Hop Real Skills Vol2 check it outὐAὐA http UK HIP HOP,8
Holidaymakers take shelter after Mexico is battered by Hurricane Odile http,7
thanks to info from  and link looks like help is coming to get stranded folks out of there http,4
I need help. My mom and her sisters were down in the Cabo for the hurricane. Not heard from since yesterday AM. Best way to post on twitter?,1
Los Cabos Mexico needs help - no food to buy - no water - no electricity after Hurricane O D I L E,4
"[Mashable] A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came ashore over C... http",3
"Hurricane Odile leaves 'extensive' damage to homes, hotels, businesses in Baja California http",3
"What can we do to help the ppl of  How can we help get aid, food &amp; water to the area?   Hurricane O D I L E",4
HELP! Trip booked to Cabo in Oct hotel unsure when reopening after hurricane everything booked with points&amp;miles! Suggestions?,7
We look at some of the hotels in Cabo that sustained damage during Hurricane O D I L E http Odile http,3
"A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came ash... http",3
"Locals, tourists ride out Hurricane Odile in Baja: Residents and tourists hunkered down in shelters a... http",2
Why do we to have more news on the Odile Hurricane disaster in Cabo?? Where is the HELP from the US?,4
Taking stock after Odile: photos accompanying first reports from the area include one of badly damaged Los Cabos International Airport. LG,3
Grupo Aeroportuario’s Operations Hurt by Hurricane Odile – Analyst Blog http,4
Mexico's Los Cabos airport still mostly closed after Hurricane Odile damage.  extends no-penalty flight changes…,3
I liked a  video http RAW: Hurricane Odile Damages After landfall &amp; Hits Baja California - Cabo San Lucas,3
THANK YOU to the amazing staff at Palmilla One&amp;Only in  for helping us evacuate Sunday ahead of  Praying for all your families!,6
IMAGES: Hurricane leaves path of destruction in Los Cabos: Hurricane Odile blazed a trail of destruction through... http,3
Tomorrow we will be serving $5 pints of Strand &amp; El Segundo Brewing beers &amp; donating the proceeds to help those affected by Hurricane Odile,4
Gilbert Storm Preparation for storms from hurricane Odile. Sand bags and help are available here.: http,4
"( ! Axeliito_x3 ! ) A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurr... http - $ Wiz Khalifa $ -",7
Resorts report damage from Hurricane Odile: The Westin Los Cabos and the Sheraton Hacienda del Mar bot... http Travel,3
Our thoughts and prayers go out to all of our partners in Cabo San Lucas and everyone affected by Hurricane Odile.,6
Southwest Air Tran Alaska Airlines have rescue flights for mid-afternoon today (Sept 17) at   Riu Santa Fe,7
=NET NEWS TODAY MALTA SHIP SINKS 500 DEAD=LOGIC 679-500=WEBDICT179END C  D CYCLONE=LINKSPUZZLE C NOTES=LINKS HURRICANE ODILE 835 MILES,0
DTN USA: Hurricane Odile Leaves Trail of Destruction in Baja Peninsula: Hurricane Odile made landfall in Cabo ... http,3
"A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came ashore over Cabo San Luc... http",7
"Weakening Odile pushes up Mexico’s Baja California, Mexico’s government said late Monday night that army and commerc…http://t.co/hFlvtol7xT",5
This is not a movie! these pictures show the big damages of Los Cabos Baja California Mexico after Odile http,3
how does the rain from Odile impact the drought stricken areas of the SW?,7
Thousands of Americans in danger in Baja after Odile without emergency services and water. Please help,4
Our thoughts and prayers go out to all of those who were affected by the destruction that Odile caused in Cabo San Lucas.,6
"Hurricane Odile Slams Mexico's Baja California: Hurricane Odile leaves 'extensive' damage to homes, hotels, b...",3
"Hurricane Odile Sends Residents, Tourists to Shelters as It Makes Landfall - ABC News http via",2
"A Path of Hurricane Odile’s Destruction, Seen Through Instagram http Hurricane Odile came as... http",7
"Stay safe Debcab &amp; Cabby -Thoughts an prayers from Panamá, love you guys!!    ... http",6
"A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came ashore o... http",7
"Hurricane Odile causes massive damage in Cabo San Lucas, Mexico. This is the airport. http",3
Have you the devastation Hurricane Odile wreaked on Cabo San Lucas? They desperately need help. Please give whatever you c…,4
UM MY HOMEROOM TEACHER WAS TALKING ABOUT A HURRICANE IN CABO? MY BOYFRIEND WAS IN CABO LAST TIME I HEARD FROM HIM? HE'S DEAD I KNOW IT,0
I was just in this pool...   Hurricane Odile's destruction of the Baja http http,3
So sad that the place we made so many memories at has been damaged by the  http,3
by lboggeano http,4
"A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile ... http",3
PHOTO: Collage of damage from Hurricane Odile - http via en_miradas on Instagram,3
MT  Needs Odile = Suggested Hash tag for those who need to report URGENT needs related to Hurricane Odile Odil…,4
- My hotel in Cabo won't be fixed before my trip in Nov! Help!! Hurricane O D I L E Sad Panda,7
Video: Hurricane Odile Leaves Trail of Destruction in Baja Peninsula News Videos http,3
"PHOTOS: Damage after Hurricane Odile slammed into Los Cabos, Mexico with 125 mph winds http http",3
Hurricane Odile damages Mexico's Baja California resorts - BBC News http via : [http://t.co/05Spa9HZ16],3
"There is a risk of flash floods with this storm, follow  to get warnings as they happen.  Odile http",5
Los Cabos Odile  Airport reopened for aid flights only. Limited for passengers to domestic major airports,7
"Los Cabos travel forum buzzing with Odile damage/injury info. Plus a cry for help: ""Need A Pedicure!"" Watch The News http",3
Watch for very heavy rain to move in to So Az Wed evening &amp; continue through Thursday AM.    ht…,5
"Mashable news A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came ashore ove...  http",3
Please put my parents in your prayers as they are in the middle of a hurricane in Mexico named Odile,6
"As a Mexican official put it, only material damage from   http http",3
Hurricane Odile Damage photos are starting to creep through on websites this morning from Hurricane Ravaged... http,3
Thinking  needs to start up donations for Cabo and Hurricane Odile relief. Any other celebs care to get involv…,4
I'm very glad that my folks are alive and not seriously injured after Hurricane O D I L E.  Mexican military will be airlifting them soon.,7
Hurricane Odile has damaged Mexico's Baja California resorts. Hotels and homes have been left without electricity! http,3
Glad ur OK   The morning after hurricane Odile in los Cabos. I feel like in a Walking Dead episode. http,6
World black small square Hurricane Odile Strikes Mexico's Baja California: Residents and tourists hunkered down in shelters an... http,2
Hurricane O D I L E destruction posts from San Josedel Cabo - http http,3
Promoting your raffle for Cabo trip seems ill-timed due to current post-#Odile struggles   http,7
Get involved!  ONE WAY TO HELP ODILE VICTIMS http Surfline via,4
"Hurricane Odile damage in Cabo San Lucas, Mexico, the morning after storm makes landfall -  http",3
PHOTOS: Hurricane Odile leaves path of destruction in Los Cabos Mexico: http http,7
Our thoughts out to everyone who is in  and is being affected by Hurricane O D I L E Pleasestaysafe Odile http,6
NEED sandbags? Get them @ any LCFD station. More rain coming 2 LC due to remnants of Hurricane O D I L E  http,5
Most powerful hurricane 2 EVER hit Baja w/huge destruction &amp; thousands of tourists on vacation n Cabo &amp; NBC DOESN'T cover?!? One pix?,3
"Residents, Tourists Sent to Shelters as Hurricane Odile Makes Landfall     # http",2
BBC News - Hurricane Odile: British woman found dead off Mexico coast http,0
"“@EsperanzaResort: After a more thorough assessment of  Hurricane Odile damage we will now be closed until Nov 15, FB page for more info!”",7
Cabo has been utterly devastated by the passage of category 3 Hurricane Odile. Electricity is not expected to be... http,3
Hurricane Odile is causing some serious damage to the Baja Peninsula. Some of the latest warnings for the area. http,3
Thousands of Americans and Mexicans in danger in Baja after Hurricane O D I L E Without emergency services and water. Please help.,4
"Mashable :: A Path of Hurricane Odile's Destruction, Seen Through Instagram http",7
Any more pics of Playa grande damage?  Hurricane O D I L E Cabo,3
"'Life threatening,' 'strongest on record' Hurricane Odile makes landfall in Mexico. Major damage reported [photos] http",3
A look at Tropical Storm Odile's effects on rainfall in the southwestern US. http,3
Always happy to help. :-)   Hurricane O D I L E threw a trip into chaos. So thankful to have Julie Cary from,4
Hurricane in Cabo caused major damage to my grandmothers place ὡ5 Find out tomorrow if our trip will be cancelled,3
prayers for all of the workers and fishermen who support the tourism industry in Los Cabos Hurricane O D I L E Los Cabos,6
Hurricane Odile Damaged Mexico's Fishing and Farming Industry | http via,3
Cabo is getting blasted with a hurricane I can't watch. It hurts too much.,8
Assistance is needed in Los Cabos Mexico after Hurricane O D I L E - please send help!,4
"red heart When tragedy strikes, so does kindness.   After Hurricane ODILE, this family decided to help thousands of... http",4
"News Residents, Tourists Sent to Shelters as Hurricane Odile Makes Landfall - ABC News http Vía",2
Hurricane Odile blazed a trail of destruction through Mexico's Baja California Peninsula that leveled... http,3
Hurricane Odile Slams Baja California; Extensive Damage Reported Across the ... - The Wea... http,3
"Odile- Hilton Los Cabos guests &amp; employees are safe. No new arrivals accepted, assessing damage: http Cabo  via ^ac",3
Follow for local Odile info:,7
Hurricane Odile to Bring Life-Threatening Conditions to Baja California | TheSurvivalPlaceBlog http,7
"Looking at Hurricane Odile damage in Los Cabos, Mexico w/  Live On Fox S A  http",3
"Residents, tourists wait in shelters as powerful Hurricane Odile makes lan#DFall in Mexico: The U.S. hurricane... h…",2
“@MailOnline: Hurricane Odile leaves a wake of destruction in Mexico http http P…,3
"A Path of Hurricane Odile's Destruction, Seen Through Instagram Hurricane Odile came ashore over Cabo San Luca http",3
"Weakening Odile pushes up Mexico's Baja California: About 30,000 tourists are in temporary shelters.  ... http (USTO)",2
Hurricane Odile Blazed a Trail of Destruction Through Mexicos Baja Calif...: http via,3
Hurricane Odile Makes Landfall in Cabo; Damage Rprtd Across the Mx Peninsula - http  http,3
Much help is needed in Los Cabos Mexico after Hurricane O D I L E,4
"Calgary, help the people of of Los Cabos Hurricane Odile with this fun amazing event.    http",4
"eating our first meal in 2 days! no food, water, electricity!! straight chaos! Hurricane O D I L E",7
Prayers go out to all Cabo residents today! Odile Cabo,6
Our thoughts are with all of our Baja friends this week as they begin to survey the extensive damage from Hurricane Odile.,3
AUTO DEALERS SUFFER HURRICANE DAMAGE IN CABO SAN LUCAS,3
"Odile leaves trail of destruction along Baja, heavy rain poised to inundate parts of Southwest http",3
More news on when Cabo's main airport will reopen after damage by Hurricane O D I L E : http Odile Cabo Strong,3
Did a twitter search on Cabo and Westin and looks like the beautiful  was severely damaged by Hurricane O D I L E,3
Seeing the damage that Odile has brought to Cabo San Lucas is sobering. Tough call on the intercept for that one. Hinds…,3
my heart hurts looking at the devastation from Hurricane O D I L E in Cabo.  hope all friends and family are okay.,6
"So, a Cat 4 hurricane showed up to Cabo shortly after we did. Long night, but safe. More storms to come. All good thoughts appreciated.",5
Hurricane Odile causes major damage in Baja California - San Jose Mercury News http,3
"Hurricane Odile Pummels Baja California; Dozens Injured, Thousands Evacuated, Buildings Destroyed http Science",0
Los Cabos struggles after Hurricane Odile | Electricity has been restored to only 20 percent of the region: http,3
Thanks everyone for your emails and concern. Our facilities were not heavily damaged and we will be back to work as soon as we can. Odile,7
Las Cabos International Airport in Cabo San Lucas reportedly closed until Sept. 22 due to damage from Hurricane... http,3
ppl at Cabo airport waiting to get rescued by Mexico military planes. Hurricane O D I L E Riu Santa Fe http,2
